row_type,pilot_id,pool_id,scan_id,query_order,query,sort,surface_status,captured_at_utc,result_url,signed_out,country,language,currency,ship_to_country,scroll_wait_cycles,organic_count,interleaved_ad_count,observation_id,organic_ordinal,listing_id,occurrence_role,title,shop,listing_url,thumbnail_url,title_thumbnail_screen,pre_origin_detail_disposition,gate0_basis,detail_opened,detail_captured_at_utc,official_bestseller,item_review_scope,item_review_count,latest_displayed_item_review_date,attribution_grade,provenance_search_state,queue_lane,queue_rank,notes
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,05-MR,3,novelty t shirt,Most relevant,COMPLETE,2026-09-25T18:01:44.040Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-05-MR-11,11,4567985153,REPEAT-LISTING,"Comfort Colors Amaze T-Shirt, Funny Maze T-Shirt, Space Mary Graphic Tee, Retro Rock Shirt, Meme Graphic Tee, Cosmic Shirt",EverWildTees,https://www.etsy.com/listing/4567985153/comfort-colors-amaze-t-shirt-funny-maze,https://i.etsystatic.com/36511669/r/il/b2a2d8/8471256394/il_510x638.8471256394_6hz7.jpg,CANDIDATE,IP-EXCLUDED,Project Hail Mary/Amaze entertainment-property dependence confirmed by family context,YES,2026-09-25T18:07:22.663Z,YES,ITEM-SPECIFIC,1,2026-09-15,EXACT,NOT-APPLICABLE-EXCLUDED,,,Repeated listing occurrence; no first-occurrence or queue credit.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,05-MR,3,novelty t shirt,Most relevant,COMPLETE,2026-09-25T18:01:44.040Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-05-MR-12,12,4562055407,CANONICAL-FIRST,"Deviled Eggs Raccoon Shirt Comfort Colors, Thanksgiving Food Lover Gifts, Funny Tshirt, Tee",22ndOfOctober,https://www.etsy.com/listing/4562055407/deviled-eggs-raccoon-shirt-comfort,https://i.etsystatic.com/16554837/r/il/e2d965/8475531817/il_510x638.8475531817_84o1.jpg,CANDIDATE,ATTRIBUTION-EXCLUDED,no item-specific review section; schema count not attributable to this print,YES,2026-09-25T18:07:46.511Z,NO,SCHEMA-ONLY/UNCLEAR,,,UNCLEAR,NOT-RUN-NOT-QUALIFIED,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created. Raw schema aggregate=10924 was not treated as item-specific.
SURFACE,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,06-TR,3,novelty t shirt,Top reviews,COMPLETE,2026-09-25T18:01:47.340Z,https://www.etsy.com/search?q=novelty%20t%20shirt&instant_download=false&order=highest_reviews,YES,United States,English (US),USD,United States,0,12,0,,,,,,,,,,,,,,,,,,,,,,No interleaved ad card rendered before organic ordinal 12.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,06-TR,3,novelty t shirt,Top reviews,COMPLETE,2026-09-25T18:01:47.340Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-06-TR-01,1,4542961857,REPEAT-LISTING,"HELLOW! Text Graphic T-Shirt | Bold Stencil Lettering, Navy Tee",ShepherdFarmsGoods,https://www.etsy.com/listing/4542961857/hellow-text-graphic-t-shirt-bold-stencil,https://i.etsystatic.com/65725659/r/il/f1aab0/8290243602/il_510x638.8290243602_chjo.jpg,CANDIDATE,BRAND-EXCLUDED,item reviews explicitly cite supporting Shepherd Farms/Sarah and the HELLOW Army,YES,2026-09-25T18:06:46.694Z,YES,ITEM-SPECIFIC,7,2026-09-24,EXACT,NOT-APPLICABLE-EXCLUDED,,,Repeated listing occurrence; no first-occurrence or queue credit.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,06-TR,3,novelty t shirt,Top reviews,COMPLETE,2026-09-25T18:01:47.340Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-06-TR-02,2,671213378,CANONICAL-FIRST,Cat Guitarist Men's Tee: Funny Feline Playing Music Graphic Novelty Shirt for Animal Lovers,missionthread,https://www.etsy.com/listing/671213378/cat-guitarist-mens-tee-funny-feline,https://i.etsystatic.com/6095719/r/il/d6b7e9/2671655931/il_510x638.2671655931_19of.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:07:49.033Z,NO,ITEM-SPECIFIC,1708,2026-04-24,EXACT,NOT-RUN,ITEM-REVIEW-DEPTH,1,Ranked provenance candidate only; all three origin searches and final Gate 0 remain open; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,06-TR,3,novelty t shirt,Top reviews,COMPLETE,2026-09-25T18:01:47.340Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-06-TR-03,3,4318276128,CANONICAL-FIRST,"Sprunki Game Character Shirt, Roblox Fan Tee, Kids Owakcx T-shirt",FluffyCottonTeez,https://www.etsy.com/listing/4318276128/sprunki-game-character-shirt-roblox-fan,https://i.etsystatic.com/45976353/r/il/ca5348/6976234249/il_510x638.6976234249_9yf5.jpg,IP-EXCLUDED,IP-EXCLUDED,Sprunki/Roblox game-character fandom,NO,,,,,,,NOT-APPLICABLE-EXCLUDED,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,06-TR,3,novelty t shirt,Top reviews,COMPLETE,2026-09-25T18:01:47.340Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-06-TR-04,4,560142098,REPEAT-LISTING,Jesus Riding Dinosaur T Shirt Funny T Shirts for Men Women UFO T Shirt Offensive Shirt Cool Graphic T Shirts Crazy Shirts T Rex Novelty Tee,Shirtmandude,https://www.etsy.com/listing/560142098/jesus-riding-dinosaur-t-shirt-funny-t,https://i.etsystatic.com/7322315/r/il/76ee95/7065085951/il_510x638.7065085951_km7g.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:07:20.350Z,NO,ITEM-SPECIFIC,1024,2026-07-14,EXACT,NOT-RUN,,,Repeated listing occurrence; no first-occurrence or queue credit.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,06-TR,3,novelty t shirt,Top reviews,COMPLETE,2026-09-25T18:01:47.340Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-06-TR-05,5,4562804200,CANONICAL-FIRST,"I Got Up Early There Was No Worm Shirt, Funny Crow Comfort Colors Tee, Sarcastic Raven Tshirt, Bird Lover Gift, Morning Person Humor Sweater",SunsetAndStitchCo,https://www.etsy.com/listing/4562804200/i-got-up-early-there-was-no-worm-shirt,https://i.etsystatic.com/57426174/r/il/e22375/8480689771/il_510x638.8480689771_qj2m.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:07:52.714Z,NO,ITEM-SPECIFIC,2,2026-09-24,EXACT,NOT-RUN,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,06-TR,3,novelty t shirt,Top reviews,COMPLETE,2026-09-25T18:01:47.340Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-06-TR-06,6,4332275569,CANONICAL-FIRST,GUNNERS novelty t-shirt,StudioOneMerch,https://www.etsy.com/listing/4332275569/gunners-novelty-t-shirt,https://i.etsystatic.com/58522420/r/il/9cf675/7052248161/il_510x638.7052248161_r9gm.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:07:54.946Z,NO,ITEM-SPECIFIC,16,2026-08-06,EXACT,NOT-RUN,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,06-TR,3,novelty t shirt,Top reviews,COMPLETE,2026-09-25T18:01:47.340Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-06-TR-07,7,4532612141,CANONICAL-FIRST,"JAWS at Walnut Beach Vintage Merch | Adult & Youth T-Shirts | Vinyl Beach Sticker | Milford, Connecticut Souvenirs + Gifts",nefarmhousedesign,https://www.etsy.com/listing/4532612141/jaws-at-walnut-beach-vintage-merch-adult,https://i.etsystatic.com/22761911/r/il/b3506e/8212330416/il_510x638.8212330416_l5uf.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:07:57.270Z,YES,ITEM-SPECIFIC,15,2026-09-22,SAME-PRINT-VARIANTS,NOT-RUN,RECENT-SALES-BADGE,9,Ranked provenance candidate only; all three origin searches and final Gate 0 remain open; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,06-TR,3,novelty t shirt,Top reviews,COMPLETE,2026-09-25T18:01:47.340Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-06-TR-08,8,4547937348,REPEAT-LISTING,Triangull Triangle Seagull Bird Pun T-Shirt Funny Geometric Sea Gull Tee Cute Animal Wordplay Graphic Shirt Clever Math Joke Apparel,WhimsicalLoreStudio,https://www.etsy.com/listing/4547937348/triangull-triangle-seagull-bird-pun-t,https://i.etsystatic.com/66085565/r/il/f63bb8/8325255938/il_510x638.8325255938_7n5m.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:07:29.824Z,NO,ITEM-SPECIFIC,1,2026-09-18,EXACT,NOT-RUN,,,Repeated listing occurrence; no first-occurrence or queue credit.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,06-TR,3,novelty t shirt,Top reviews,COMPLETE,2026-09-25T18:01:47.340Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-06-TR-09,9,982743651,CANONICAL-FIRST,Best Dog Dad Ever Celebrate the Bond Between You and Your Furry Friend Gift for dog Father Gift for Dog and Animal Lover Novelty T Shirt,RoadkillTees,https://www.etsy.com/listing/982743651/best-dog-dad-ever-celebrate-the-bond,https://i.etsystatic.com/10626952/r/il/2313bb/5226489021/il_510x638.5226489021_1z8q.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:07:59.989Z,NO,ITEM-SPECIFIC,1,2022-01-26,EXACT,NOT-RUN,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,06-TR,3,novelty t shirt,Top reviews,COMPLETE,2026-09-25T18:01:47.340Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-06-TR-10,10,759163386,REPEAT-LISTING,Funny Possum Shirt T Shirt for Men Women Guys Possum T Shirt Cool Animal Graphic Tshirt Raccoon Live Weird Fake Your Death Silly Graphic Tee,Shirtmandude,https://www.etsy.com/listing/759163386/possum-shirt-funny-t-shirt-for-men-women,https://i.etsystatic.com/7322315/r/il/ce9a93/7065135427/il_510x638.7065135427_8s40.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:07:43.711Z,NO,ITEM-SPECIFIC,518,2026-07-31,EXACT,NOT-RUN,,,Repeated listing occurrence; no first-occurrence or queue credit.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,06-TR,3,novelty t shirt,Top reviews,COMPLETE,2026-09-25T18:01:47.340Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-06-TR-11,11,4502714567,CANONICAL-FIRST,"Funny Border Collie Drinking Beer Shirt, Silly Sarcastic Border Collie Novelty Meme Graphic Tee, Funny Dog Gift Men Women, T-Shirt",PixelThreadAlchemy,https://www.etsy.com/listing/4502714567/funny-border-collie-drinking-beer-shirt,https://i.etsystatic.com/43526331/r/il/f7b4a8/8005160608/il_510x638.8005160608_11xq.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:08:02.147Z,NO,ITEM-SPECIFIC,3,2026-07-30,EXACT,NOT-RUN,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,06-TR,3,novelty t shirt,Top reviews,COMPLETE,2026-09-25T18:01:47.340Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-06-TR-12,12,150936726,CANONICAL-FIRST,Master Baiter T Shirt Funny Fishing Shirt For Men Guys Offensive T Shirt Novelty T Shirt Saying Hilarious Slogan Tee Fisherman Adult Humor,Shirtmandude,https://www.etsy.com/listing/150936726/master-baiter-t-shirt-funny-fishing,https://i.etsystatic.com/7322315/r/il/b991b7/7017163018/il_510x638.7017163018_c13e.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:08:04.232Z,NO,ITEM-SPECIFIC,182,2026-01-15,EXACT,NOT-RUN,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
SURFACE,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,07-MR,4,text t shirt,Most relevant,COMPLETE,2026-09-25T18:01:51.337Z,https://www.etsy.com/search?q=text%20t%20shirt&instant_download=false&order=most_relevant,YES,United States,English (US),USD,United States,0,12,0,,,,,,,,,,,,,,,,,,,,,,No interleaved ad card rendered before organic ordinal 12.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,07-MR,4,text t shirt,Most relevant,COMPLETE,2026-09-25T18:01:51.337Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-07-MR-01,1,4542961857,REPEAT-LISTING,"HELLOW! Text Graphic T-Shirt | Bold Stencil Lettering, Navy Tee",ShepherdFarmsGoods,https://www.etsy.com/listing/4542961857/hellow-text-graphic-t-shirt-bold-stencil,https://i.etsystatic.com/65725659/r/il/f1aab0/8290243602/il_510x638.8290243602_chjo.jpg,CANDIDATE,BRAND-EXCLUDED,item reviews explicitly cite supporting Shepherd Farms/Sarah and the HELLOW Army,YES,2026-09-25T18:06:46.694Z,YES,ITEM-SPECIFIC,7,2026-09-24,EXACT,NOT-APPLICABLE-EXCLUDED,,,Repeated listing occurrence; no first-occurrence or queue credit.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,07-MR,4,text t shirt,Most relevant,COMPLETE,2026-09-25T18:01:51.337Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-07-MR-02,2,4443906535,CANONICAL-FIRST,ART T Shirt | Minimal Typography Tee | Modern Graphic Shirt,UnrushedGoods,https://www.etsy.com/listing/4443906535/art-t-shirt-minimal-typography-tee,https://i.etsystatic.com/63789895/r/il/dcc404/7667834125/il_510x638.7667834125_cnw6.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:08:06.430Z,YES,ITEM-SPECIFIC,9,2026-09-23,EXACT,NOT-RUN,RECENT-SALES-BADGE,10,Ranked provenance candidate only; all three origin searches and final Gate 0 remain open; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,07-MR,4,text t shirt,Most relevant,COMPLETE,2026-09-25T18:01:51.337Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-07-MR-03,3,4343268015,CANONICAL-FIRST,Comfort Colors Custom Text Shirt: Personalized Soft Cotton Tee,TheMuryTee,https://www.etsy.com/listing/4343268015/comfort-colors-custom-text-shirt,https://i.etsystatic.com/24500476/r/il/5a13e1/7453505669/il_510x638.7453505669_ejl6.jpg,PRODUCT-EXCLUDED,PRODUCT-EXCLUDED,custom/personalized text service,NO,,,,,,,NOT-APPLICABLE-EXCLUDED,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,07-MR,4,text t shirt,Most relevant,COMPLETE,2026-09-25T18:01:51.337Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-07-MR-04,4,4575607118,CANONICAL-FIRST,"Saccharide Aries Shirt, Award Show Quote Tee, From the Vineyard Shirt, North or South Tee, Cryptic Phrase Comfort Colors Shirt, TV Award Tee",yesyoucanfind,https://www.etsy.com/listing/4575607118/saccharide-aries-shirt-award-show-quote,https://i.etsystatic.com/59452751/r/il/5612cb/8573643689/il_510x638.8573643689_avb5.jpg,IP-EXCLUDED,IP-EXCLUDED,Title identifies an award-show/TV quotation.,YES,2026-09-25T18:08:09.041Z,NO,SCHEMA-ONLY/UNCLEAR,,,UNCLEAR,NOT-APPLICABLE-EXCLUDED,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created. Raw schema aggregate=758 was not treated as item-specific.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,07-MR,4,text t shirt,Most relevant,COMPLETE,2026-09-25T18:01:51.337Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-07-MR-05,5,4330869777,CANONICAL-FIRST,Comfort Colors Custom Text T-Shirt: Personalized Quote Short Sleeve Tee,HolistyleShop,https://www.etsy.com/listing/4330869777/comfort-colors-custom-text-shirt,https://i.etsystatic.com/56394239/r/il/114875/6978472551/il_510x638.6978472551_gsik.jpg,PRODUCT-EXCLUDED,PRODUCT-EXCLUDED,custom/personalized text service,NO,,,,,,,NOT-APPLICABLE-EXCLUDED,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,07-MR,4,text t shirt,Most relevant,COMPLETE,2026-09-25T18:01:51.337Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-07-MR-06,6,1513293674,CANONICAL-FIRST,Original Hugs Are Overrated Tee,ShopEddieLane,https://www.etsy.com/listing/1513293674/original-hugs-are-overrated-tee,https://i.etsystatic.com/27793524/r/il/5aadab/5157697411/il_510x638.5157697411_tmmm.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:08:11.818Z,NO,ITEM-SPECIFIC,50,2025-11-30,EXACT,NOT-RUN,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,07-MR,4,text t shirt,Most relevant,COMPLETE,2026-09-25T18:01:51.337Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-07-MR-07,7,1741999588,CANONICAL-FIRST,Custom Embroidered T-Shirt | Personalized Comfort Colors Shirt | Wavy Text Embroidery,ShopKindlyMadeCo,https://www.etsy.com/listing/1741999588/custom-embroidered-t-shirt-personalized,https://i.etsystatic.com/50062355/r/il/67f65f/6147379653/il_510x638.6147379653_mg0c.jpg,PRODUCT-EXCLUDED,PRODUCT-EXCLUDED,custom/personalized embroidery service,NO,,,,,,,NOT-APPLICABLE-EXCLUDED,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,07-MR,4,text t shirt,Most relevant,COMPLETE,2026-09-25T18:01:51.337Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-07-MR-08,8,4541254290,CANONICAL-FIRST,"Comfort Colors Jimothy Raccoon Shirt, Famous Seattle Raccoon Tee, Vintage Y2K Graphic T-Shirt, Cute Trash Panda Shirt, Funny Animal Gift",Thickgood,https://www.etsy.com/listing/4541254290/comfort-colors-jimothy-raccoon-shirt,https://i.etsystatic.com/50588325/r/il/bc7aab/8371733175/il_510x638.8371733175_r3rm.jpg,IP-EXCLUDED,IP-EXCLUDED,viral/famous Jimothy raccoon fame dependence,NO,,,,,,,NOT-APPLICABLE-EXCLUDED,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,07-MR,4,text t shirt,Most relevant,COMPLETE,2026-09-25T18:01:51.337Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-07-MR-09,9,4563184695,CANONICAL-FIRST,"Hey Sista Graphic Tee, Retro Typography, Comfort Colors Cotton Shirt",Craftiphy,https://www.etsy.com/listing/4563184695/hey-sista-its-really-really-nice-to-meet,https://i.etsystatic.com/67576393/r/il/bf0a48/8483708693/il_510x638.8483708693_kwwv.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:08:14.386Z,NO,ITEM-SPECIFIC,1,2026-09-22,EXACT,NOT-RUN,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,07-MR,4,text t shirt,Most relevant,COMPLETE,2026-09-25T18:01:51.337Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-07-MR-10,10,4441496147,CANONICAL-FIRST,"I Can Read Ancient Text Funny Shirt, Handwriting Humor Pun Gift Shirt, I Can Read Ancient Text Funny Cursive Writing Shirt, Ultra Soft Tee",TheSwagIllustration,https://www.etsy.com/listing/4441496147/i-can-read-ancient-text-funny-shirt,https://i.etsystatic.com/56327282/r/il/d5a7f3/7652276755/il_510x638.7652276755_5rvn.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:08:21.660Z,NO,ITEM-SPECIFIC,5,2026-09-20,EXACT,NOT-RUN,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,07-MR,4,text t shirt,Most relevant,COMPLETE,2026-09-25T18:01:51.337Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-07-MR-11,11,4539236796,CANONICAL-FIRST,"Positive Encouragement Graphic Tee, Inspirational Teacher Motivation Shirt, Classroom Confidence Apparel, Comfort Colors® Gift Tee",ThreadPeakShop,https://www.etsy.com/listing/4539236796/positive-encouragement-graphic-tee,https://i.etsystatic.com/65487660/r/il/1c2532/8262613310/il_510x638.8262613310_slvs.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:08:24.595Z,YES,ITEM-SPECIFIC,4,2026-09-15,EXACT,NOT-RUN,RECENT-SALES-BADGE,16,Ranked provenance candidate only; all three origin searches and final Gate 0 remain open; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,07-MR,4,text t shirt,Most relevant,COMPLETE,2026-09-25T18:01:51.337Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-07-MR-12,12,4537001084,CANONICAL-FIRST,"Due To Not Wanting To I Will Not Thanks Shirt, Funny Cat Tee, Sarcastic Quote Shirt, Introvert Shirt, Mood Shirt, Cat Lover Gift",IVANZLOCHEVSKYI,https://www.etsy.com/listing/4537001084/due-to-not-wanting-to-i-will-not-thanks,https://i.etsystatic.com/65724345/r/il/7bdc96/8245690942/il_510x638.8245690942_1wc3.jpg,CANDIDATE,ORIGIN-PENDING,Fixed graphic-shirt candidate; item page opened; mandatory cross-market origin searches not yet run.,YES,2026-09-25T18:08:26.600Z,YES,ITEM-SPECIFIC,7,2026-09-20,EXACT,NOT-RUN,RECENT-SALES-BADGE,13,Ranked provenance candidate only; all three origin searches and final Gate 0 remain open; no SDC created.
SURFACE,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,08-TR,4,text t shirt,Top reviews,COMPLETE,2026-09-25T18:01:55.212Z,https://www.etsy.com/search?q=text%20t%20shirt&instant_download=false&order=highest_reviews,YES,United States,English (US),USD,United States,0,12,0,,,,,,,,,,,,,,,,,,,,,,No interleaved ad card rendered before organic ordinal 12.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,08-TR,4,text t shirt,Top reviews,COMPLETE,2026-09-25T18:01:55.212Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-08-TR-01,1,4320632782,CANONICAL-FIRST,"Comfort Colors®Custom Photo Shirt, Personalized T-Shirt, Custom Picture Tshirt, Your Photo Shirt, Family Picture Tee, Logo Image Shirts Gift",DapperCustomTees,https://www.etsy.com/listing/4320632782/comfort-colorscustom-photo-shirt,https://i.etsystatic.com/46179490/r/il/f70db4/6940777904/il_510x638.6940777904_qrg7.jpg,PRODUCT-EXCLUDED,PRODUCT-EXCLUDED,custom/personalized photo service,NO,,,,,,,NOT-APPLICABLE-EXCLUDED,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,08-TR,4,text t shirt,Top reviews,COMPLETE,2026-09-25T18:01:55.212Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-08-TR-02,2,1679237029,REPEAT-LISTING,"Custom Logo Shirts, Personalized Logo Shirt, Custom Design Shirt, Custom Text Shirt,Your Business Logo or Brand Logo T Shirt,Team Logo Shirt",TeaShirtsUS,https://www.etsy.com/listing/1679237029/custom-logo-shirts-personalized-logo,https://i.etsystatic.com/36540294/r/il/a15e7c/8182352446/il_510x638.8182352446_4anx.jpg,PRODUCT-EXCLUDED,PRODUCT-EXCLUDED,custom/personalized logo service,NO,,,,,,,NOT-APPLICABLE-EXCLUDED,,,Repeated listing occurrence; no first-occurrence or queue credit.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,08-TR,4,text t shirt,Top reviews,COMPLETE,2026-09-25T18:01:55.212Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-08-TR-03,3,1425039325,CANONICAL-FIRST,"Custom Comfort Colors Shirt, Custom T Shirt, Custom Text Shirt, Custom Bachelorette Tshirt Custom Adult Shirt, Personalized Shirt, boho",HopifyCustomTees,https://www.etsy.com/listing/1425039325/custom-comfort-colors-shirt-custom-t,https://i.etsystatic.com/41372445/r/il/751a52/6483415637/il_510x638.6483415637_hoae.jpg,PRODUCT-EXCLUDED,PRODUCT-EXCLUDED,custom/personalized shirt service,NO,,,,,,,NOT-APPLICABLE-EXCLUDED,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
ORGANIC,TRACE-PILOT-002,TRACE-P002-POOL-ETSY,08-TR,4,text t shirt,Top reviews,COMPLETE,2026-09-25T18:01:55.212Z,,YES,United States,English (US),USD,United States,,,,TRACE-P002-OBS-ETSY-08-TR-04,4,1428179942,CANONICAL-FIRST,"Custom Logo Shirts, Personalized Logo Shirt, Custom Design Shirt, Custom Text Shirt, Your Business Logo or Brand Logo Shirt, Team Logo Shirt",SweeTeeShirt,https://www.etsy.com/listing/1428179942/custom-logo-shirts-personalized-logo,https://i.etsystatic.com/42032063/r/il/098522/4784854013/il_510x638.4784854013_rdlt.jpg,PRODUCT-EXCLUDED,PRODUCT-EXCLUDED,custom/personalized logo service,NO,,,,,,,NOT-APPLICABLE-EXCLUDED,,,First occurrence retained; not in a cohort queue after evidence/disposition checks; no SDC created.
